Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Data UI/Menu/btnPilih""), 0)",Chrome 152.0.7977.83,,,14-09-2026 10:16:53,14-09-2026 10:16:53,0.465s,PASSED
"click(findTestObject(""Data UI/Menu/btnPilih""))",Chrome 152.0.7977.83,,,14-09-2026 10:16:53,14-09-2026 10:16:54,1.115s,PASSED
delay(3),Chrome 152.0.7977.83,,,14-09-2026 10:16:54,14-09-2026 10:16:57,3.012s,PASSED
urlFBI_Detail = getUrl(),Chrome 152.0.7977.83,,,14-09-2026 10:16:57,14-09-2026 10:16:57,0.035s,PASSED
"assert urlFBI_Detail.contains(""mng_proman_fbi_detail"")",Chrome 152.0.7977.83,,,14-09-2026 10:16:57,14-09-2026 10:16:57,0.008s,PASSED
"verifyElementPresent(findTestObject(""Data UI/Filter FBI_Detail/Headline""), 0)",Chrome 152.0.7977.83,,,14-09-2026 10:16:57,14-09-2026 10:16:58,0.323s,PASSED
screenshotPathFilter = $projectDir/Screenshots/Evidence_POSITIVE_DashboardFBI_Detail_$timestamp.png,Chrome 152.0.7977.83,,,14-09-2026 10:16:58,14-09-2026 10:16:58,0.002s,PASSED
takeScreenshot(screenshotPathFilter),Chrome 152.0.7977.83,,,14-09-2026 10:16:58,14-09-2026 10:16:58,0.370s,PASSED
delay(1),Chrome 152.0.7977.83,,,14-09-2026 10:16:58,14-09-2026 10:16:59,1.007s,PASSED
"setText(findTestObject(""Data UI/Filter FBI_Detail/PeriodeAwal""), ""01012026"")",Chrome 152.0.7977.83,,,14-09-2026 10:16:59,14-09-2026 10:17:00,0.980s,PASSED
"setText(findTestObject(""Data UI/Filter FBI_Detail/PeriodeAkhir""), ""28022026"")",Chrome 152.0.7977.83,,,14-09-2026 10:17:00,14-09-2026 10:17:01,0.951s,PASSED
"click(findTestObject(""Data UI/Filter FBI_Detail/Product""))",Chrome 152.0.7977.83,,,14-09-2026 10:17:01,14-09-2026 10:17:11,10.095s,PASSED
"click(findTestObject(""Data UI/Filter FBI_Detail/Uker""))",Chrome 152.0.7977.83,,,14-09-2026 10:17:11,14-09-2026 10:17:21,10.116s,PASSED
"click(findTestObject(""Data UI/Filter FBI_Detail/Cabang""))",Chrome 152.0.7977.83,,,14-09-2026 10:17:21,14-09-2026 10:17:31,10.099s,PASSED
"click(findTestObject(""Data UI/Filter FBI_Detail/Type""))",Chrome 152.0.7977.83,,,14-09-2026 10:17:31,14-09-2026 10:17:41,10.085s,PASSED
"click(findTestObject(""Data UI/Filter FBI_Detail/btnProses""))",Chrome 152.0.7977.83,,,14-09-2026 10:17:41,14-09-2026 10:17:42,0.471s,PASSED
delay(3),Chrome 152.0.7977.83,,,14-09-2026 10:17:42,14-09-2026 10:17:45,3.020s,PASSED
"verifyElementPresent(findTestObject(""Data UI/Download/popupDownload""), 0)",Chrome 152.0.7977.83,,,14-09-2026 10:17:45,14-09-2026 10:17:45,0.293s,PASSED
Start listener action : takeScreenshotAfterTestCase,Chrome 152.0.7977.83,,,14-09-2026 10:17:45,14-09-2026 10:17:46,0.365s,PASSED
,,,,,,,
Test Cases/DATA UI/Download/ProsesDownload,Chrome 152.0.7977.83,,,14-09-2026 10:17:46,14-09-2026 10:18:13,27.212s,PASSED
projectDir = getProjectDir(),Chrome 152.0.7977.83,,,14-09-2026 10:17:46,14-09-2026 10:17:46,0.003s,PASSED
"timestamp = Date().format(""dd.MM.yyyy_(HH.mm.ss)"")",Chrome 152.0.7977.83,,,14-09-2026 10:17:46,14-09-2026 10:17:46,0.002s,PASSED
"click(findTestObject(""Data UI/Download/btnDownload""))",Chrome 152.0.7977.83,,,14-09-2026 10:17:46,14-09-2026 10:17:47,0.527s,PASSED
screenshotPathDownload = $projectDir/Screenshots/Evidence_POSITIVE_Popup_Download_$timestamp.png,Chrome 152.0.7977.83,,,14-09-2026 10:17:47,14-09-2026 10:17:47,0.001s,PASSED
takeScreenshot(screenshotPathDownload),Chrome 152.0.7977.83,,,14-09-2026 10:17:47,14-09-2026 10:17:47,0.601s,PASSED
"verifyElementPresent(findTestObject(""Data UI/Download/popupDownload""), 0)",Chrome 152.0.7977.83,,,14-09-2026 10:17:47,14-09-2026 10:17:48,0.293s,PASSED
"comment(""Klik format Excel"")",Chrome 152.0.7977.83,,,14-09-2026 10:17:48,14-09-2026 10:17:48,0.016s,PASSED
"click(findTestObject(""Data UI/Download/formatExcel""))",Chrome 152.0.7977.83,,,14-09-2026 10:17:48,14-09-2026 10:17:49,1.194s,PASSED
delay(5),Chrome 152.0.7977.83,,,14-09-2026 10:17:49,14-09-2026 10:17:54,5.024s,PASSED
"downloadPath = System.getProperty(""user.home"") + ""\Downloads""",Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.012s,PASSED
downloadFolder = new java.io.File(downloadPath),Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.001s,PASSED
"logInfo(""Mengecek folder download: "" + downloadPath)",Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.009s,PASSED
downloadedFile = null,Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.002s,PASSED
"for ([i = 0, i < 30, (i++)])",Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.041s,PASSED
if (downloadedFile == null),Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.000s,PASSED
else,Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.013s,PASSED
"comment(""Membuka file Excel/WPS..."")",Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.005s,PASSED
excelPath = absolutePath,Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.001s,PASSED
"excelProcess = ProcessBuilder(cmd, /c, start, , excelPath).start()",Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:17:54,0.066s,PASSED
delay(10),Chrome 152.0.7977.83,,,14-09-2026 10:17:54,14-09-2026 10:18:04,10.015s,PASSED
"comment(""Menunggu window Excel/WPS aktif..."")",Chrome 152.0.7977.83,,,14-09-2026 10:18:04,14-09-2026 10:18:04,0.006s,PASSED
"activateProcess = MainWindowHandle)
    }
    ).start()",Chrome 152.0.7977.83,,,14-09-2026 10:18:04,14-09-2026 10:18:04,0.055s,PASSED
activateProcess.waitFor(),Chrome 152.0.7977.83,,,14-09-2026 10:18:04,14-09-2026 10:18:07,2.467s,PASSED
delay(3),Chrome 152.0.7977.83,,,14-09-2026 10:18:07,14-09-2026 10:18:10,3.017s,PASSED
"comment(""Mengambil screenshot Excel/WPS..."")",Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.008s,PASSED
screenshotExcel = $projectDir\Screenshots\EVIDENCE_POSITIVE_Excel_$timestamp.png,Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.003s,PASSED
screenshotDir = new java.io.File($projectDir\Screenshots),Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.018s,PASSED
if (!(screenshotDir.exists())),Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.003s,PASSED
robot = new java.awt.Robot(),Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.133s,PASSED
screenRect = new java.awt.Rectangle(java.awt.Toolkit.getDefaultToolkit().getScreenSize()),Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.110s,PASSED
screenshot = robot.createScreenCapture(screenRect),Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.069s,PASSED
screenshotFile = new java.io.File(screenshotExcel),Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.001s,PASSED
"screenshotCreated = ImageIO.write(screenshot, ""png"", screenshotFile)",Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.245s,PASSED
"verifyEqual(screenshotCreated, true, STOP_ON_FAILURE)",Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.049s,PASSED
"verifyEqual(screenshotFile.exists(), true, STOP_ON_FAILURE)",Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.010s,PASSED
"verifyGreaterThan(screenshotFile.length(), 0, STOP_ON_FAILURE)",Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.027s,PASSED
"comment(""Screenshot Excel/WPS berhasil dibuat"")",Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.010s,PASSED
"comment(""File: "" + absolutePath)",Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.009s,PASSED
"comment(""Ukuran: "" + screenshotFile.length() + "" bytes"")",Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:10,0.007s,PASSED
delay(2),Chrome 152.0.7977.83,,,14-09-2026 10:18:10,14-09-2026 10:18:12,2.005s,PASSED
Start listener action : takeScreenshotAfterTestCase,Chrome 152.0.7977.83,,,14-09-2026 10:18:12,14-09-2026 10:18:13,0.414s,PASSED
